Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,6929,447.52119999999996,.        ,480.9583,14576.925,12.185629267878227
 SP/PF    2006,16'900 / 29'200,7084,449.2038,.        ,490.0864,13659.166,-6.295971201059217
 SP/PF    2007,16'900 / 29'200,7280,511.79789999999997,.        ,529.0449,16967.015,24.21706420435919
 SP/PF    2008,16'900 / 29'200,7328,494.20640000000003,.        ,537.4836,15722.308,-7.336039957529351
 SP/PF    2009,16'900 / 29'200,7407,521.0359,.        ,560.7848,17593.203,11.89962059005586
 SP/PF    2010,16'900 / 29'200,7401,501.8587,.        ,541.3401,15086.493,-14.248173001812134
 SP/PF    2011,17'700 / 30'600,6851,497.90360000000004,2)        ,506.73539999999997,15282.14,1.2968355203558417
 SP/PF    2012,17'800 / 30'800,6873,495.89039999999994,2)        ,509.2262999999999,14723.854,-3.6531925502580123
 SP/PF    2013,17'800 / 30'800,6929,506.6542,1434,516.4226000000001,15107.993,2.6089568668638066
 SP/PF    2014,17'800 / 30'800,7049,525.869,1497,534.1127,15945.7,5.54479340836339
 SP/PF    2015,17'800 / 30'800,7194,567.592,1479,573.1709999999999,19328.867,21.21679825909179
 SP/PF    2016,17'800 / 30'800,7303,552.1666,1589,565.6596999999999,16428.331,-15.00623911375665
 SP/PF    2017,17'800 / 30'800,7425,597.5609000000001,1519,601.1668,20398.558,24.16695280853547
 SP/PF    2018,17'800 / 30'800,7618,611.7486,1590,605.6836000000001,19632.056,-3.7576283578476506
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON ST. GALLEN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,203328,13607725.100000001,44999,320273668,Cas normaux,
Sonderfälle,,21643,1594611.1999999997,0,71060514,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,25,14516.9,0,1555245,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,21618,1580094.2999999998,.   ,69505269,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,17769987,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,7872,1193303.9,-   ,15482640,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,232843,16395640.200000001,44999,424586809,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,72348,1388471.0999999999,25581,0,Cas normaux,
Sonderfälle,,5318,64749.2,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,3673,71486,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,81339,1524706.2999999998,25581,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,216731,13226.5192,.        ,14115.0706,339558.253,2.5192384729376016
 SP/PF    2006,16'900 / 29'200,215302,13199.024099999999,.        ,14060.6113,315009.043,-7.229749176498444
 SP/PF    2007,16'900 / 29'200,220189,13942.6906,.        ,14710.5927,353746.796,12.297346333641585
 SP/PF    2008,16'900 / 29'200,222955,14094.931700000001,.        ,15235.7258,364377.928,3.005294216148897
 SP/PF    2009,16'900 / 29'200,225762,14306.606099999999,.        ,15440.8114,363726.492,-0.17878031295023789
 SP/PF    2010,16'900 / 29'200,229140,14555.609799999998,.        ,15721.4764,368952.082,1.4366811642633905
 SP/PF    2011,17'700 / 30'600,207047,13785.659200000002,2)        ,14439.031899999998,345455.179,-6.368551404461229
 SP/PF    2012,17'800 / 30'800,209831,13954.567499999997,2)        ,14574.182100000002,341278.396,-1.2090665457934762
 SP/PF    2013,17'800 / 30'800,214080,14329.8199,40731,14915.960700000001,351358.598,2.9536595688875593
 SP/PF    2014,17'800 / 30'800,218017,14695.2255,41842,15251.9372,363129.296,3.3500526433680733
 SP/PF    2015,17'800 / 30'800,223336,15073.8252,42571,15649.495599999998,376882.921,3.787528340869528
 SP/PF    2016,17'800 / 30'800,225984,15597.799899999998,44114,16165.7828,395147.13,4.8461227565151574
 SP/PF    2017,17'800 / 30'800,229304,15905.6764,44081,16403.178099999997,402918.037,1.9665857120106125
 SP/PF    2018,17'800 / 30'800,232843,16395.6402,44999,16835.951,424586.809,5.377960282279446
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON GRAUBÜNDEN,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,80303,5461875,17178,131374548,Cas normaux,
Sonderfälle,,16363,845368.1000000001,0,52188102,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,234,172817,0,18564780,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,16129,672551.1000000001,.   ,33623322,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,8906232,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,3339,577121.5,-   ,8232894,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,100005,6884364.6,17178,200701776,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,28472,457312.60000000003,8273,0,Cas normaux,
Sonderfälle,,5288,40780.9,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,1462,29894.300000000003,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,35222,527987.8,8273,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,102157,5645.8748,.        ,6034.114,149671.802,-1.1693479250969858
 SP/PF    2006,16'900 / 29'200,99219,5677.0667,.        ,6073.767,143980.137,-3.802763729670346
 SP/PF    2007,16'900 / 29'200,103075,5976.4917,.        ,6347.8387999999995,156808.342,8.909704676833314
 SP/PF    2008,16'900 / 29'200,99234,6042.9401,.        ,6508.754599999999,161516.941,3.002773283579515
 SP/PF    2009,16'900 / 29'200,99499,6121.8504,.        ,6573.324799999999,166339.459,2.9857660565773187
 SP/PF    2010,16'900 / 29'200,101496,6382.7493,.        ,6852.0496,181534.871,9.135181809146076
 SP/PF    2011,17'700 / 30'600,92919,5987.5679,2)        ,6295.0763,162034.7,-10.741832074786345
 SP/PF    2012,17'800 / 30'800,93642,6061.6068,2)        ,6317.9751,160199.87,-1.1323685605614315
 SP/PF    2013,17'800 / 30'800,94778,6203.0009,16824,6448.218,167044.557,4.2725921063481564
 SP/PF    2014,17'800 / 30'800,96123,6333.588199999999,17285,6551.0219,172349.464,3.1757437029211246
 SP/PF    2015,17'800 / 30'800,96780,6433.736200000001,16917,6604.6758,180607.521,4.791460796187906
 SP/PF    2016,17'800 / 30'800,98076,6581.6131,17060,6797.2716,187623.963,3.8849113044411894
 SP/PF    2017,17'800 / 30'800,99215,6718.972,17029,6898.911700000001,193090.855,2.91374934874392
 SP/PF    2018,17'800 / 30'800,100005,6884.3646,17178,7018.5718,200701.776,3.9416268574708084
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON AARGAU,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,283978,21155314.3,72569,550166007,Cas normaux,
Sonderfälle,,22285,1696212.1,0,62294977,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,31,9970.1,0,927402,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,22254,1686242,.   ,61367575,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,24922377,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,13056,1774502.3,-   ,22035626,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,319319,24626028.700000003,72569,659418987,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,82689,1492321.4,27992,0,Cas normaux,
Sonderfälle,,6847,82693.9,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,7261,156238.6,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,96797,1731253.9,27992,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,279707,18762.6545,.        ,19702.4254,498033.084,5.709589324365055
 SP/PF    2006,16'900 / 29'200,282345,19138.2534,.        ,20088.391600000003,472690.367,-5.088560943874953
 SP/PF    2007,16'900 / 29'200,289010,20124.8697,.        ,20967.6758,519436.925,9.88946703032768
 SP/PF    2008,16'900 / 29'200,293818,20338.661099999998,.        ,21657.7817,523613.416,0.8040419922014763
 SP/PF    2009,16'900 / 29'200,298449,20849.7395,.        ,22158.634799999996,544676.341,4.022609879040985
 SP/PF    2010,16'900 / 29'200,303543,21288.546499999997,.        ,22640.205299999998,560192.55,2.8487025839075386
 SP/PF    2011,17'700 / 30'600,281905,20583.0262,2)        ,21452.2584,519464.962,-7.2702837622528165
 SP/PF    2012,17'800 / 30'800,286376,20978.917599999997,2)        ,21874.6231,528578.214,1.7543535496432554
 SP/PF    2013,17'800 / 30'800,291383,21307.841900000003,64777,22318.929200000002,535305.322,1.2726797703395363
 SP/PF    2014,17'800 / 30'800,297704,21917.7215,66734,22753.4892,544964.448,1.8044143413167717
 SP/PF    2015,17'800 / 30'800,301268,22363.078299999997,67959,23162.819500000005,568660.751,4.348229152739165
 SP/PF    2016,17'800 / 30'800,308375,23338.3422,70708,24119.826200000003,602249.832,5.906699370570763
 SP/PF    2017,17'800 / 30'800,313321,23864.3369,71047,24545.8747,618933.908,2.7702915158305927
 SP/PF    2018,17'800 / 30'800,319319,24626.028700000003,72569,25272.225100000003,659418.987,6.5410988922584465
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
KANTON THURGAU,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,113572,8053769.5,27760,203299210,Cas normaux,
Sonderfälle,,9888,757872.1,0,34602505,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,44,16968.4,0,1652688,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,9844,740903.7,.   ,32949817,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,8088445,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,4632,730101.4,-   ,9672264,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,128092,9541743,27760,255662424,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,35040,661611.1,12544,0,Cas normaux,
Sonderfälle,,3997,38873.1,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,2112,39924.7,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,41149,740408.8999999999,12544,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,111617,6827.9836,.        ,7252.8972,166318.105,5.1520235694952845
 SP/PF    2006,16'900 / 29'200,111923,6975.499600000001,.        ,7410.668299999999,160870.854,-3.275200255558474
 SP/PF    2007,16'900 / 29'200,115373,7405.752700000001,.        ,7821.9044,183011.541,13.763019496371925
 SP/PF    2008,16'900 / 29'200,117085,7582.5978,.        ,8163.6317,192232.332,5.038365859123616
 SP/PF    2009,16'900 / 29'200,118935,7768.94,.        ,8338.3655,198777.502,3.404822660113183
 SP/PF    2010,16'900 / 29'200,120602,7909.663100000001,.        ,8482.46,203839.313,2.5464707771606783
 SP/PF    2011,17'700 / 30'600,110800,7580.9113,2)        ,7922.126499999999,187679.191,-7.927873069313179
 SP/PF    2012,17'800 / 30'800,112595,7781.1803,2)        ,8149.3421,194347.876,3.5532362242546043
 SP/PF    2013,17'800 / 30'800,115801,8168.015899999999,24364,8509.6043,211697.504,8.927099362794166
 SP/PF    2014,17'800 / 30'800,118477,8334.2763,25139,8682.0838,210075.652,-0.7661176770416631
 SP/PF    2015,17'800 / 30'800,120318,8596.4814,25438,8934.648399999998,225021.27,7.1143980074378135
 SP/PF    2016,17'800 / 30'800,123355,8921.2867,26976,9302.739,231324.012,2.800953883159565
 SP/PF    2017,17'800 / 30'800,125984,9224.116,27382,9555.6758,244072.397,5.5110513127361855
 SP/PF    2018,17'800 / 30'800,128092,9541.743,27760,9789.1747,255662.424,4.748602112511719
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
    Passage de la méthode de taxation bisannuelle praenumerando à la taxation annuelle postnumerando.,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Direkte Bundessteuer / Steuerperiode 2018 / Natürliche Personen,,,,,,,
Impôt fédéral direct / Période fiscale 2018 / Personnes physiques,,,,,,,
CANTONE DEL TICINO,,,,,,,
Gesamtergebnisse,,,,,,,
Résultats d'ensemble,,,,,,,
,,,,,,,
,,,Steuerbares,Ermässigungen,Steuerertrag,,
,,Pflichtige,Einkommen,für Kinder,pro Jahr,,
,Arten,Contribuables,Revenu,Réductions,Rendement de,Genres,
,,,imposable,pour des enfants,l'impôt par année,,
,,,1'000 Fr.,Anzahl / Nombre,Fr.,,
"Steuerpflichtige mit einer Belastung durch die direkte Bundessteuer
Contribuables acquittant un impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,126732,8857819,27220,257983457,Cas normaux,
Sonderfälle,,28077,2605428.5,0,171387019,Cas spéciaux,
   Pauschalierte (Art. 14 DBG),,831,383527.1,0,38931214,   Impôt à forfait (art. 14 LIFD),
   Übrige Sonderfälle (Art. 4 bis 7 und 37 DBG),,27246,2221901.4,.   ,132455805,   Autres cas spéciaux (art. 4 à 7 et 37 LIFD),
Quellensteuer,,-   ,-     ,-   ,24679221,Imposition à la source,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,3196,498919.6,-   ,6494544,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,,,,,,,
,Total,158005,11962167.1,27220,460544241,Total,
"Steuerpflichtige ohne Belastung durch die direkte Bundessteuer
Contribuables n'acquittant pas d'impôt fédéral direct",,,,,,,
,,,,,,,
Normalfälle,,61150,909239.1000000001,13810,0,Cas normaux,
Sonderfälle,,11752,107803.4,.   ,0,Cas spéciaux,
,,,,,,,
Kapitalleistungen aus Vorsorge (Art. 38 DBG),,56,1531,-   ,0,Prestations en capital provenant de la,
,,,,,,prévoyance (art. 38 LIFD),
,Total,72958,1018573.5000000001,13810,0,Total,
,,,,,,,
Entwicklung der direkten Bundessteuer der natürlichen Personen,,,,,,,
Evolution de l'impôt fédéral direct payé par les personnes physiques,,,,,,,
,,,,,,,
Nur steuerpflichtige Personen mit einer Belastung durch die direkte Bundessteuer,,,,,,,
Seulement les contribuables acquittant un impôt fédéral direct,,,,,,,
,Beginn der,,,,,Steuerertrag pro Jahr,
Perioden,Steuerpflicht,Anzahl,Steuerbares,Ermässigungen,Reines,Rendement de l'impôt par année,
Steuerjahre,(steuerbares Einkommen),Pflichtige,Einkommen,für Kinder,Einkommen,,
,Début de l'assu-,Nombre de,Revenu,Réductions,Revenu,,Veränderung in %
Périodes,jettissement,contribuables,imposable,pour des enfants,net,,Variation en %
Années fiscales,(revenu imposable),,,,1),,
,Fr.,,Mio. Fr.,Anzahl / Nombre,Mio. Fr.,1'000 Fr.,
 SP/PF    2005,16'100 / 27'400,159051,9767.9476,.        ,10272.963,304270.742,4.620914380504544
 SP/PF    2006,16'900 / 29'200,157551,10094.6379,.        ,10646.3126,319795.304,5.1022197855619
 SP/PF    2007,16'900 / 29'200,161483,10586.158999999998,.        ,11147.582400000001,349450.736,9.273254368988475
 SP/PF    2008,16'900 / 29'200,161842,10748.3485,.        ,11544.7163,364188.506,4.217409918404073
 SP/PF    2009,16'900 / 29'200,167437,11097.4739,.        ,11937.437300000001,374069.313,2.713102373417584
 SP/PF    2010,16'900 / 29'200,167029,11193.844,.        ,12058.8536,388005.173,3.7254753372405105
 SP/PF    2011,17'700 / 30'600,151239,10582.4083,2)        ,11165.793,361414.171,-6.853259660020058
 SP/PF    2012,17'800 / 30'800,152250,10721.4696,2)        ,11313.7375,368242.15,1.8892394233208023
 SP/PF    2013,17'800 / 30'800,154967,10996.7565,27293,11618.3094,384435.238,4.3974020899019735
 SP/PF    2014,17'800 / 30'800,153505,11214.2699,26315,11812.1154,403109.658,4.857624419954959
 SP/PF    2015,17'800 / 30'800,153842,11318.394400000001,26083,11935.4237,422942.751,4.920024267937535
 SP/PF    2016,17'800 / 30'800,154676,11521.824,28550,12162.0225,433107.562,2.4033538761372455
 SP/PF    2017,17'800 / 30'800,156455,11769.4974,27509,12349.1472,443938.05,2.5006462482407557
 SP/PF    2018,17'800 / 30'800,158005,11962.167099999999,27220,12516.7569,460544.241,3.7406550305836532
,,,,,,,
1) Nur Normal und Sonderfälle / Seulement les cas normaux et des cas spéciaux,,,,,,,
2) Die Ermässigungen für Kinder wurden noch nicht ausgezählt  / Les réductions pour les enfants n'étaient pas encore été décomptées,,,,,,,
"3) Der Kanton Zürich lieferte uns den Steuerbetrag vor dem Abzug der Ermässigungen für Kinder, sodass diese nicht ausgezählt werden konnten",,,,,,,
"    Le canton de Zurich a fourni le montant de l'impôt avant déduction des réductions pour les enfants, ce qui empêche le décompte de ces dernières",,,,,,,
4) Übergang von der zweijährigen Veranlagung mit Vergangenheitsbemessung zur jährlichen Veranlagung mit Gegenwartsbemessung /,,,,,,,
